_unit_id,airline_sentiment,text
681462550,negative,@USAirways testing my patience this evening (or shall I say morning?). We waited an hour at the gate for you to find a gate agent.  130am
681462551,negative,"@USAirways flying from Manchester international to Philadelphia and getting emails about delays, no information about connecting flights.."
681462552,negative,"@USAirways thank you.3860 to cincy.just landed.you should add frequent flyer miles to my account..  a long, incredibly frustrating day"
681462553,negative,"@USAirways no. Other than being on my credit card statement, I have not received anything from you and so I have no way to look it up myself"
681462554,negative,@USAirways I waited on hold for too long. I shouldn't have to wait on hold forever when I never received a confirm. in the 1st place #help
681462555,negative,"@USAirways Been dealing w/ @americanair to solve the probs your team created. Your Manch, NH staff is clearly your C-team, btw. #NotEvenJV"
681462556,positive,@USAirways Will do :)
681462557,negative,@USAirways Unfortunately I doubt that the consistently subpar service will improve with the @AmericanAir merger. #USAirways
681462558,positive,@USAirways thank you. We filled out a claim and hope to have the bags tomorrow.
681462559,negative,"@USAirways I didn't Cancelled Flight my flight, you did. Than you loved me to another flight and forgot my bags"
681462560,positive,@USAirways - done :)
681462561,negative,@USAirways : i was told my ticket expired but  i never recvd any notice  before it expired .This sucks.i paid 40k miles &amp
681462562,positive,"@USAirways captain on flight 1712 from PHX-PHL at 3:55 tonight was hilarious. ""Greetings from the pointy end of the airplane"" haha thanks!"
681462563,neutral,@USAirways just noticed that I don't believe I saw a confirmation for a flight I bought a few weeks ago. Def paid though. #help #resend?
681462564,negative,@USAirways worst customer service. Still not providing me an answer even after I drove back to CLT airport. been rude &amp
681462565,neutral,@USAirways any plans to support #ApplePay on board? I have the USAirways MC and it would be nice to still use it if I forget the card.
681462566,neutral,@USAirways got through on the phone. usair Cancelled Flightled her return flights because she missed a flight on her way out. they took care of it
681462567,negative,@USAirways I have run out of patience.. We are sitting in a bus without air in front of plane and there is no communication from anyone40min
681462568,negative,@USAirways 3 delays 2 Cancelled Flightlations a double layover and 72 hours Late Flightr....could I at least get extra dividend miles?
681462569,neutral,���@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM your confirmation code so we can forward your kind words.�۝ sent
681462570,negative,@USAirways I didn't take my original flight. I was suppose to arrive last night than by 2:00pm today. Didn't get in til 5
681462571,negative,"@USAirways sitting for 30 minutes on the runway at dca, because your gates are full? Early landing, Late Flight flight."
681462572,negative,@USAirways #flight4592 LET US OFF THIS PLANE!!!  please go to a gate.  This is absurd.
681462573,neutral,@USAirways will I get the full amount credited to my account for US Airways credit?
681462574,negative,@USAirways @AmericanAir 2 trips in a row with missing luggage. Just like last time. I pay for baggage to be transported.
681462575,negative,@USAirways lost our luggage. #yay
681462576,neutral,@USAirways I found a flight I want on @CheapOair. Is my @AmericanAir AA Advantage # applicable to earn miles on it since you're merging?
681462577,negative,@USAirways really frustrating to be endlessly waiting at PHL for a ground crew to taxi us in at 10pm at night. Why is this taking so long?!
681462578,negative,@USAirways Thanks for calling me about my 10:00p redirected flight at 10:07p. #SmoothOperation
681462579,negative,@USAirways : its just a very bad customer service experience// can you help
681462580,negative,"@USAirways : i have been trying to reach dividend miles  to extend my ticket for last 3 days , 20 + calls and i get a message to call back"
681462581,neutral,@USAirways really!??
681462582,negative,@USAirways how does an airline misplace an airline attendant?!! been at Reagan airport since 1pm10:15 to Cincy is delayed trying to find her
681462583,negative,@USAirways My flight finally arrived in Charlotte.  They booked my luggage thru to lga but no room on flight for me.  What a mess
681462584,negative,"@USAirways been on hold for over an hour, still don't know where my bags are, won't refund me my flight?!?! It wasn't weather!!"
681462585,negative,@USAirways no your not!
681462586,negative,@USAirways My wife had flight changes due to weather now she cant checkin to her return flight and it fails Is it possible usair Cancelled Flightled
681462587,positive,@USAirways thank you for fixing my 5 hour delay.
681462588,negative,@USAirways yup 1:34 minutes was my limit of waiting on hold so thanks for nothing
681462589,negative,@USAirways this is more than having patience. This is not acceptable. http://t.co/N7pSuEJDC8
681462590,neutral,@USAirways please follow me so I can DM you about something
681462591,positive,@usairways 4 flights in 48hrs &amp
681462592,positive,@USAirways landed safely everything worked out.
681462593,negative,@USAirways can you explain why I am on hold over an hour .Other than I'm dumb and should be using a different airline #wth
681462594,negative,@USAirways you used to have an evening flight DCA-DSM and an early AM return. Now it's middle of the work day for both. Inconvenient.
681462595,negative,@USAirways delays to the max
681462596,positive,@USAirways on Sunday! Can't wait! See you then
681462597,negative,@USAirways well this is #nofun #nocustomerservice #onhold trying to make #reservations #nothappy http://t.co/m7MMq2f5FA
681462598,negative,@USAirways it shouldn't take longer to get to the gate than the flight itself takes.... 59 minutes flying time - 47 minutes on runway so far
681462599,negative,"@USAirways attempting ckin for flight on 2/19 all day, site unable to retrieve details.  Called twice and disconnected."
681462600,negative,@USAirways Emailed them a week ago and still nothing...
681462601,negative,@USAirways I would be willing to pay anything to change a flight! @AllegiantTravel does not! help!
681462602,negative,@USAirways yeah you guys just told me to call the website that I booked from. I booked on your website. UNACCEPTABLE
681462603,negative,@USAirways still waiting! Captain reports he's called 6 times to get ground crew....and still sitting on runway. #evenLate Flightr
681462604,negative,@USAirways is the real MVP for holding up the flight connecting Philly to Tampa.
681462605,positive,@USAirways finally rectified my flight situation! Thanks again
681462606,neutral,@USAirways so what is the  difference between Cancelled Flighting and reFlight Booking Problems - will that help me avoid a change fee?
681462607,positive,@USAirways on time today and from PHL! Nice work! #ThereIsAFirstForEverything
681462608,negative,@USAirways you have most likely lost my business. Terrible experience! Too many times stuck on Tarmac and last min Cancelled Flightled flights. #Done
681462609,negative,@USAirways I have been doing that all day. Can't find my bag anywhere bc they're saying it was never scanned &amp
681462610,negative,@USAirways why no ground crew at DCA when we're already Late Flight arriving #evenLate Flightr
681462611,negative,@USAirways being told 'tough break and this is how it is' is unacceptable. You can't even tell me when my bags will be here
681462612,positive,@USAirways ice cream up front! Solid
681462613,positive,@USAirways shout out to the pilots and FC attendant(Eliz) of US 673. Super strong crosswinds during landing. Eliz did a super job throughout
681462614,negative,@USAirways now telling me I don't have the correct tag for my luggage!!! My luggage apparently is not in LA or Charlotte. This is not ok!!
681462615,negative,"@USAirways Your software is broken. ""Call Customer Support"" is not the fix. Like I said earlier, yell at your developers."
681462616,negative,@USAirways It's not double booked. I spoke with CS and we've got a plan to fix this. It's still an amateur mistake that should never happen.
681462618,neutral,"@USAirways is there nothing that can be done online to help? i bought these as a birthday present, just trying to be able to afford a change"
681462619,negative,"@USAirways @AmericanAir hey guys, due to some horrible customer service issues is there any way I can get a checked bag credit?"
681462620,negative,@USAirways delayed 2 days for weather and on top I got yelled at for being Late Flight when I was not notified of the time change #WellDone
681462621,negative,@USAirways Not a great experience for my first time flying US Airways. Going forward I'll probably be taking my business elsewhere.
681462622,negative,@USAirways ...Loosing a lot of business by using Barclays. I cant believe that you cant apply for a card if you live in Iowa.
681462623,negative,@USAirways I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?
681462624,negative,@USAirways so far I've gotten six different answers
681462625,negative,@USAirways Oh certainly. And now I have two $275 pending transactions on my bank account. Really happy that I was charged double.
681462626,neutral,@USAirways I got an email asking me to checkin TMRW for a flight I meant to book for 3/19 - can someone please help! @WallStSlumLord @PKG49
681462627,negative,"@USAirways what's going on? I've been hearing a not-friendly 'Please wait' on repeat while I'm on hold, being transferred to idk where..."
681462628,negative,@USAirways The captain turned off the seat belt sign so people can get up and walk around.  That's not good.
681462629,negative,@USAirways I'm sorry as well. It's been 24 hrs without my bag and I can't get a straight answers. I'm on call #6 for today.
681462630,negative,@USAirways Ya'll need to work on your online checkout system. Two bank transactions for one ticket is bush league. Yell at your devs.
681462631,negative,@USAirways I wish we were on our way. Now there's a problem w/de-icing.Three &amp
681462632,negative,@USAirways if you could have ran your USExpress/PSA worth a damn I wouldn't be stuck in horrible CLT now.
681462633,negative,@USAirways you run a piece of shit airline!!  Thanks for ruining AA
681462634,negative,���@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM confirmation code so we can forward ur kind words.�۝ Confirmation code?
681462635,negative,@USAirways Finally back on board.  Door was closed only to be reopened because we need fuel. You think someone wd have thought of it earlier
681462636,negative,"@USAirways Secondary screenings, a piece of the plane missing... Anything you want to tell us?"
681462637,negative,@USAirways  sitting on Tarmac in #PIT for 30 min. No announcement. Just sitting.
681462638,neutral,@USAirways my TSA precheck isn't showing up on my boarding pass for my flight tomorrow...help!? #USAirways #TSAPreCheck
681462639,negative,"@USAirways I appreciate that you actually monitor Twitter, so please  pass along my feedback. I've tried calling about 15 times in 4 days :("
681462640,negative,@USAirways Cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member.
681462641,negative,@USAirways I don't think I've ever had a us airways flight that went smoothly.
681462642,negative,@USAirways PLEASE improve your phone system! Going through multiple prompts &amp
681462643,negative,"@USAirways once again your service leaves a lot to be desired. Flight 5141 here early, but short staffing means we wait on Tarmac...Thanks"
681462644,negative,@USAirways the Late Flightr flight to Charleston is leaving before the flight scheduled earlier.  That's so wrong
681462645,negative,"@USAirways. I'm delayed in Cha, will miss my connection in Charlotte for lga.  Not good"
681462646,negative,@USAirways we did. It added about seven hours to our day... So far... Want to take odds on our bags being on the carousel in KC? #notcool
681462647,negative,"@USAirways @MarciaVeronicaa she missed her uncle's funeral, and you ""hope"" they can find another flight. That's very considerate of you."
681462648,negative,@USAirways My last flight was Cancelled Flightled and I'm very disappointed.
681462649,negative,@USAirways just lost a faithful customer.
681462650,negative,@USAirways  I have 3 times and no one has been able to help me out
681462651,positive,@USAirways Marsha M. at Myrtle Beach is the greatest! She deserves all the respect and praise there is! #ThankYouForEverything
681462652,negative,"@usairways. Seriously, attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v"
681462653,negative,"@USAirways Joined Silver Preferred because I heard customer service was so great, pity I was misguided."
681462654,negative,@USAirways it is just bad practice and I am disappointed that your airline was not prepared...honestly the last time I fly with you guys
681462655,negative,@USAirways well this is about as worthless as your regular service.  A bunch of do nothings and idiots. #sucks
681462656,negative,@USAirways ...these changes as well to Late Flightr find out that the flight I was scheduled for isn't ready
681462657,negative,"@USAirways after 3 Cancelled Flightlations and a delay, causing me to miss connecting flight. Another night not being home. Thanks #pathetic"
681462658,negative,"@USAirways that's understandable, my issue is with creating a new flight without the personnel to do it...I changed my plans to accommodate"
681462659,negative,@USAirways  thanks! Now I just need to locate where my luggage is!
681462660,positive,@USAirways we haven't departed yet so let's not get too high hopes.  But everything has been on schedule so far
681462661,negative,"@USAirways Thanks for showing interest...3880 to Greenville, SC."
681462662,negative,@USAirways your app sucks balls compared to @AmericanAir
681462663,negative,@USAirways #USAirways So my flight was Late Flight getting into charlotte so i miss my connector to Phoenix thanks again last time I EVER FLY USAIR
681462664,neutral,"@USAirways Thanks. Suggestion: stop the promo messages after a bit and just run music &amp; a msg that says ""call volume is high."" #vrm"
681462665,negative,"@USAirways ""admirals club"" at CLT has rude, and ignorant front desk staff...@AmericanAir you have fallen so far...THANKS DOUG PARKER!!!"
681462666,negative,"@USAirways to CLT from JFK nasty planes, dirty seats &amp; floors, rude flight attendants- hopefully AA can get you cleaned up #disgusting #vile"
681462667,negative,@USAirways I paid for my ticket on @PayPal on the 13th and it still says pending. Is that normal? I just want the money out of my account.
681462668,positive,@USAirways ok thank you we were told ground delay due to snow.
681462669,negative,@USAirways this made me have to Cancelled Flight my car reservation and it came out to more money...why did you reschedule a time without the crew?
681462670,negative,"@USAirways my flight was Cancelled Flightled yesterday and moved to today, then while at my stop in DC my flight is delayed due to lack of crew US4485"
681462671,neutral,@USAirways Looking forward to some friends and family time in Arizona.
681462672,negative,@USAirways no they dont.  I think I already said that.  No one responds.  Its an auto response.  Wait is this an auto response??????
681462673,positive,@USAirways @AmericanAir First Class all the way!!_�ռ���� Headed to @portlandjetport http://t.co/kDMq0jps02
681462674,negative,@USAirways started trying to reach a real person over an hour ago still no luck
681462675,negative,"@USAirways us2118
My wife in Boston says no snow right now."
681462676,negative,@USAirways I tried to call your customer service line only to be kept in a que for over 45 mins...... please hold =we don't care
681462677,negative,@USAirways you see now that is a lie.  They auto respond with insulting email. #sucks
681462678,positive,@USAirways your pple did a great job w the madness however some of your systems need help. I appreciate the hard work &amp
681462679,positive,@USAirways thanks for giving away my seat. Another fine job! http://t.co/r7ibqr4CYd
681462680,negative,@USAirways @FAANews how can I be stuck on a plane due to snow in Boston when it's not actually snowing in Boston?  Usair flight 2218 #US2218
681462681,negative,@USAirways I've been waiting for desk for 45 and on hold 36min and counting...photo of desk agent on phone not flattering.
681462682,positive,@USAirways thanks.
681462683,negative,@USAirways You have Cancelled Flighted our flights 5 times over the past 3 days...and the experience has been the worst...never again...
681462684,positive,@USAirways thanks to Betty working gate at ILM and lovely gate agents here in CLT helping me get home 2 Phx tonight instead of tomorrow
681462685,neutral,@USAirways I have a flight in Saturday from MCI to CLT and there's heavy snow predicted in MCI. When will u allow for changes?
681462686,negative,@USAirways I realize the weather but day after day our flights keep getting Cancelled Flighted. Please prioritize ur passengers and help them
681462687,negative,@USAirways how does that help me when I get no response from there??? #usairwayssucks
681462688,negative,@USAirways @DRVRugby  team is back home but luggage all wet and partly damaged - Not happy! #blizzard
681462689,positive,@USAirways surprisingly quick response time by you and them. Thanks!
681462690,negative,@USAirways stop Cancelled Flighting flights over and over and not provide any real help to your customers. #strandedinnashville
681462691,negative,@USAirways strikes again...lost bags. And two of them. #theworst
681462692,negative,@USAirways had 2 Cancelled Flight my trip to LA bc weather @SouthwestAir was easy but US air is making me pay $200 to use the credit. Never again
681462693,negative,@USAirways What's the point of a baggage claim ticket if they don't scan it  for tracking?
681462694,negative,@USAirways No access to Dividend Miles and for a week the automated phone keeps telling me to call back Late Flightr. #FRUSTRATED #LivePersonPlease
681462695,negative,@USAirways you can't even track my bag to see where it is. It's like it's disappeared.
681462696,negative,@USAirways Can't get ahold of anyone to speak to about missing miles. It's been over a month since travel &amp
681462697,negative,"@USAirways I been sitting on this plane for 40 minutes, and they are saying another 15 minutes something about paper work. This sucks !!"
681462698,negative,@USAirways is there gonna be a better day to call? I've called on 3 separate occasions the past couple of weeks and never get to a person.
681462699,negative,@USAirways I spent more on the room &amp
681462700,negative,@USAirways I ask for reimbursement maybe miles added to my account for my inconvenience and for the money that I had to spend
681462701,negative,@USAirways I asked for some reimbursement something like miles added to my account and was told to call customer service
681462702,negative,@USAirways only to come home a day Late Flight to find out you guys have lost my luggage
681462703,negative,"@USAirways Doubt it. Gate 35x is a cluster, and every agent encounter I saw (including one with me) was outright rude. Just very put off."
681462704,negative,@USAirways I have to spend more than the cost of the flight just to get a free room and transportation to and from the airport
681462705,negative,@USAirways the voucher you give us for a hotel is useless you call the number they say no rooms available what do you expect me to do?
681462706,negative,"@USAirways so mad I can't even believe  you guys Cancelled Flight my connecting flight after I leave the first stop, &amp; give me a useless hotel voucher"
681462707,negative,"@USAirways Priorities should have been made. Considering a pending snow storm, why delay a flight for an hour &amp; a half? I'd like an answer."
681462708,negative,@USAirways: I experienced what defines customer service on #FLT1999. A flight attendant willing to follow up with a passenger on bag charges
681462709,negative,@USAirways I've done everything. Still no luck in finding my bag. I don't understand how my bag could have been misplaced. Very upsetting.
681462710,negative,@USAirways that wasn�۪t my Q but thanks. Wondering why you�۪re the only ones. I disguised yours to not call you out. 
681462711,negative,@USAirways turns into @AmericanAir with such difficulty to past loyal customer. As a AA platinum flyer usair couldn't be more unhelpful. Why
681462712,negative,Yes but I will nvr fly w/ @USAirways I missed my con flight bc of a coffeemaker on FT1892 Couldn't see my father be4 they put him in a coma
681462713,negative,@USAirways 40 minutes to put my TSA number in��_ 40 mins��_ and stop holding people hostage with requiring a dividends miles acct. @tsa
681462714,negative,@USAirways so I would have to go though the entire process again just to get you people on the phone???????? #usairwayssucks
681462715,negative,"@USAirways really, so what does that mean??? #usairwayssucks"
681462716,positive,@USAirways thanks!  Can you help remind the agents it's ok?  Ps. Heard rumors of a streaming wifi TV/movie service you might be installing
681462717,negative,"@USAirways nope, done. Was supposed to get home at 9pm and didn't get home until midnight. #NeverAgain"
681462718,negative,"@USAirways the only way to assist, is to actually answer the phone."
681462719,negative,@USAirways would it kill you to give me 30-60 seconds of bad muzak instead of constant commercials while on hold?
681462720,negative,@usairways would it kill you to let me put my tsaprecheck number on my reservation?
681462721,negative,"@usairways would it kill you to not let 3,000 miles expire"
681462722,negative,@usairways would it kill you to let me know how many minutes I might be on hold?
681462723,negative,@USAirways a $100 @Samsonite - totaled. Not happy. Not at all.
681462724,negative,@USAirways I have sent letter after letter and get back nothing but form letters and half baked reply's #usairwaysssuck
681462725,negative,"@USAirways the least comforting thing from your pilot after sitting on a stationary plane for 3 hours is ""I don't really know what happened"""
681462726,positive,.@USAirways thanks!
681462727,negative,@USAirways my number is 214-725-1966.  CANT WAIT...LOL #usairsucks
681462728,negative,@USAirways Have him call me.  I cant wait to see if anything happens.  Your service really sucks.#usairwayssucks
681462729,positive,@USAirways she also appreciated having her very own hashtag! :) #lucycat
681462730,negative,@scm1133 @USAirways we hate delays!! have you tried any of these?! http://t.co/7STktJXAN1 (although we're not sure what a timbit is...)
681462731,negative,@USAirways Big fail on not having curbside baggage in Pittsburgh and you charge 30 dollars a bag!!
681462732,neutral,"@USAirways Is it possible to earn Dividend Miles for a passenger that is not me, even if I am purchasing the tickets?"
681462733,negative,"@USAirways I hope so, too. Thank you for your help. She traveled halfway across the globe and just wants her suitcase."
681462734,negative,@USAirways would you consider honoring the original fare price if I were to try Flight Booking Problems the ticket again?
681462736,negative,"@USAirways booked an award ticket recently, now same ticket is less miles. how do I contact you without using the online form or phone?"
681462737,positive,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE
681462738,negative,@USAirways would be more pleased if you reassess your business practices.  Goal should be to have passengers on plane as little as possible
681462739,negative,"@USAirways that's ok, just know that I'll most likely never book with you again"
681462740,negative,@USAirways I followed you complaint procedure only to get a run around.  Your service SUCKS #usairwayssuck
681462741,negative,"@USAirways I don't mind waiting, I mind waiting on a plane, when I shouldn't have had to.  The airport has more room and you know.. food!"
681462742,negative,"@usairways That is appreciated.  However, the system tells you call back Late Flightr then ends the call.  No need to reply, thanks."
681462743,negative,@USAirways why would you board ppl on a plane b4 its their turn to de-ice? Why would you have ppl then wait through the hour long process?
681462744,negative,@USAirways I tried that before using Twitter. Also gave me no helpful information. Thank you anyway
681462745,negative,"@usairways I am sure you are sincere in your apology, its disappointing from a customer perspective when you want loyal customers #options"
681462746,negative,@USAirways Yeah I know that...but now I'll have to spend almost 500 dollars more on my ticket since the price has gone up over the week
681462747,negative,@USAirways yeah either by refunding my money or 2 free round trips to compensate for all the trouble we were put through.
681462748,negative,"@USAirways 
Are you an incompetent airline every day, or just days that end in 'y'?"
681462749,negative,@USAirways There isn't a ticket number...the transaction is still pending.
681462750,negative,"@USAirways do families no longer get early boarding with young kids?  American, your new parent, gives it to us..."
681462751,negative,@USAirways not patient - originally 11:51 and now 4:41.
681462752,negative,@USAirways your agent did not say
681462753,negative,"@USAirways no, they could be at Laguardia, JFK or Charlotte. I have no idea where they are now tho"
681462754,negative,@USAirways they said because there was no meal on my flight they would not - what airline serves food anymore? Update in policy?
681462755,negative,"@USAirways It is the 2nd person when I called again to ask, could not catch her name, rejected the request"
681462756,negative,@USAirways must be nice to take your customer service phone off the hook! #fendforyourself
681462757,negative,"@USAirways that link is broken. But if it's the online baggage locator, I already tried it and it gave me no useful information."
681462758,negative,"@USAirways Spoke on the phone 3 or 4 times, but no resolution. I'm still waiting to get my money back but now prices are jacked up"
681462759,positive,@USAirways thanks for reaching out to me.  My Gold Div no. 2k424j0. My Flights were changed under Confirmation # DNX58V.
681462760,negative,@USAirways stranded in Philly- #Starving and can't get a meal voucher even though your plane had mechanical issue /  next flight in 10 hrs
681462761,negative,@USAirways On hold for an hour...connected to the wrong department by your automated system...transferred and now another 45 min &amp
681462762,positive,@USAirways yes and our flight attendant (who is wonderful btw) secured the tray table so it's not flailing about. http://t.co/JhXWMuTx4G
681462763,negative,@USAirways link doesn't work and I've tried tracking my bag several times. Still doesn't clarify where it is.
681462764,positive,@USAirways thanks for seating me next to 2 hot athletes. This flight is significantly better now!
681462765,positive,@USAirways Thank you!!! On our way to get her bag now - thanks to having that number _��_
681462766,neutral,@USAirways how do you give stand by seats to ticketed passengers who you know have a connecting flight ?
681462767,negative,@USAirways Would you guys please send service agents to gate B15 in Philly?  All the people missed there connections and there's only 2.
681462768,negative,Spend 1 HOUR on hold with @USAirways .
681462769,negative,@USAirways why would a flight arrive Late Flight or leave when 60% of your passengers have  a connection?
681462770,negative,@USAirways  last 2 times I checked a bags they were severally damaged.   No one answers the baggage call line for status?  #chairmanlove
681462771,negative,@USAirways this is crazy. Haven't spoken to a human yet. There has to be a better way. http://t.co/mEOAlCIPdD
681462772,neutral,@usairways can I get assistance on flight #611? Plane just landed from HPN and I have a connection to ATL.
681462773,negative,"@USAirways you got me home 30 hours after you were supposed to... I was living in an airport, you offered no monetary assistance!"
681462774,negative,@USAirways I've been trying for DAYS!  And I don't get hung up on until after I get through all the prompts.  What am I to do??
681462775,negative,@USAirways Why not have an option for a call back? I'm just sitting here burning through my minutes waiting for an error to be fixed.
681462776,negative,@USAirways 2 days and 2 hours on hold the other day. Charge me double for flights and can't even fix it. Worst service I've ever had
681462777,negative,@USAirways I've been trying to call you for days and every time the system is overloaded and disconnects. Really?  A global company?  Help!
681462778,negative,"@USAirways Also, we are in family crisis &amp; you charge full price for all these flights, PLUS $200 2 change flights, even for emergencies."
681462779,negative,@USAirways where's my apology?
681462780,negative,@USAirways Thank you. But it is sad that she couldn't talk 2 a REAL person &amp
681462781,negative,"@USAirways flight today showing on time online, not able to check in. Called &amp; told was Cancelled Flightled, put on hold over an hr ago. Help?"
681462782,negative,"@USAirways new tag line ""but we got you there alive!"""
681462783,negative,@USAirways 2 days in a row I call and still can't get anyone on the phone. Do you actually have any employees?
681462784,neutral,"@USAirways announced that people going to FL via Charlotte would have to go to a different plane &amp; gate, but it was a 'direct flight' #logic"
681462785,neutral,@USAirways just realized my @AmericanAir advantage number wasn't used for my flight.  How do I get my ff miles?
681462786,negative,@USAirways Does your company see passengers as customers or just $$$?
681462787,negative,@USAirways Is there a way to have someone contact me when you have an agent available? Need help Flight Booking Problems an award flight.
681462788,negative,@USAirways flight is delayed 5 hours. No reason given. Sure love flying with your airline. #whatajoke
681462789,negative,"@USAirways So we got her home, now we just need her bag. Is there a direct desk number for Savannah?"
681462790,negative,@USAirways I hope so. Last I spoke to the baggage team... they weren't sure what city my bag was in.
681462791,positive,"@USAirways Thank you, busy times."
681462792,negative,"@USAirways My flight was delayed and rerouted, and not so much as a ""sorry for your inconvenience"" from the check-in agent? #notimpressed"
681462793,negative,"@USAirways @AmericanAir 90 min delay thanks to ""maintenance issues"". Thanks for wasting a day."
681462794,negative,"@USAirways 
Not one to complain much but really 1 hour 15minutes and still nothing. Agents or Agent �_� http://t.co/Q5SB0DaVuy"
681462795,positive,@USAirways thanks :)
681462796,negative,@USAirways thanks for crappy hotel with no food and a taxi bill followed by being on standby for your Cancelled Flightlation. #USAirways
681462797,neutral,"@USAirways through, can you confirm that I haven't been charged?"
681462798,negative,"@USAirways Hey! I booked a flight (Isabelle Gramp, Boston to LAX), and it said that it charged my credit card but the transaction didn't go"
681462799,positive,"@USAirways YOU ARE AMAZING!!! FOLLOW ME BACK, PLEASE!!!_٪�_٪�_٪�_٪�_٪�_٪�_٪�_٪�_٪�_٪�_٪�_٪�_٪�_٪�_٪�_٪�_٪�_٪�"
681462800,negative,"@USAirways I've been on hold with your Divident Miles service desk for 45 minutes, and that's after being hung up on the first time."
681462801,negative,@USAirways is useless airways. Day 2 trying to get home on standby as a result of their Cancelled Flightlation. #USAirways
681462802,negative,"@USAirways 
This is how vacations get Cancelled Flightled been on hold �_�for 40+ minutes still havent talked to anyone. #failure http://t.co/ef4P0HISHb"
681462803,negative,@USAirways for a response in 3-4 days? No thanks
681462804,negative,@USAirways will never travel with you again. This is insanity. storms are inevitable but making us hold to just add a lap child #badservice
681462805,negative,@USAirways any word on flight 1748 getting out of DFW in the near future? Stuck on plane at gate for over an hour
681462806,positive,@USAirways thanks so much!
681462807,neutral,@USAirways I recently moved and got a new license and when I booked my flight months ago I used my old license do I need to change that?
681462808,neutral,"@USAirways No, this is a systemic problem. Mail comes from 153.69.214.203 but USAirways SPF record disallows it. DM me for more detail"
681462809,negative,@USAirways little help to us! My husband has been on hold for an hour for something that take 5 minutes to complete.
681462810,neutral,@USAirways I recently moved and got a new license and when I booked my flight a months ago I used my old license do I need to change that?
681462811,negative,@USAirways we might need a plane to get somewhere but just remember that you aren't the only choice #makeovertime#customerserviceplease
681462812,negative,@USAirways still can't get through and travel in 2 days. #ridiculous #donthavehighhopes
681462813,negative,@USAirways has an SPF record error that is causing e-mail from noreply@usairwaysmobile.com to go to spam filters. DNS admin needs to fix!
681462814,positive,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE
681462815,negative,@USAirways so the seat next to me (19B) on flight 1943 to Seattle has a tray table that is falling off... http://t.co/HAJ5lKqjW4
681462816,negative,",@USAirways 2nd time this occurred in 3 weeks. I'm not patient. I have no choice.  #Antitrust issue"
681462817,negative,@USAirways my vacation budget was blown bc of the lack of communication from USAirways. I will never use them again or refer anyone!
681462818,negative,@USAirways Credit to my bank account for the two days of work that I've missed because of these Cancelled Flightlations.
681462819,negative,@USAirways I don't need to rebook I need to know the policy
681462820,negative,"@USAirways No reFlight Booking Problems necessary. I can't afford to deal this kind of unprofessionalism again. I would, however, like some type of credit."
681462821,neutral,@USAirways what are the odds you can get me on a flight with delta so I can actually get to Orlando today?? #2daysLate Flight
681462822,negative,@USAirways we're all standing here and no one is saying anything. I'll most likely be missing my flight to BWI AGAIN. http://t.co/JhaU4K48yv
681462823,neutral,@USAirways How long does it take to receive ticket # from @AmericanAir for itin booked via http://t.co/79waJk7EyT on US flights?
681462824,negative,@USAirways that is the most useless tweet I've ever seen out of you.
681462825,negative,@USAirways this is got to be the worst service I've ever seen with an airline. 3 Cancelled Flightled flights. Rude employees. Currently flight delayed
681462826,negative,@USAirways so you're going to make me wait that long on the phone line when you can help me? # that's part of the problem
681462827,negative,@USAirways now over 2 hrs. Can't wait anymore. 2 hrs for nothing. Now what?? #frustrated #USAirways http://t.co/BuwjTVUWKM
681462828,negative,@usairways I've called for 3 days and can't get thru. is there some secret method i can use that doesn't result in you hanging up on me?
681462829,negative,@USAirways what is policy on changing flight to different dates once your flight has been delayed?
681462830,neutral,@USAirways I just checked in online for tomorrow's flight - thought I should get auto upgrade? (Already got the email saying no seats)
681462831,neutral,@USAirways last name Pordes
681462832,neutral,@USAirways tell reservations to rebook me from 5080 to 5129
681462833,negative,"@USAirways why aren't twitter and reservations connected? What do people want? Reservations, duh?!?!"
681462834,positive,@USAirways still not in the air for deicing of plane. I'll miss connect but customer service was helpful.I'm hoping to catch the next flight
681462835,neutral,@usairways Trying to go Nashville to London and just have no idea when would be a good time to fly out of Nashville right now. @AmericanAir
681462836,negative,@usairways #usairways #unacceptable #holdtime REALLY?! http://t.co/UPp41AbxrQ
681462837,negative,@USAirways what do I push to rebook with that 800 number
681462838,negative,@USAirways tell the flight from clt to srq 5080 to wait!!!!!!
681462839,negative,@USAirways @BohnJai they lost my bag @PHL baggage handlers broke open my bag and stole my camera
681462840,neutral,"@USAirways if there are empty first class seats on my flight at check in, why wouldn't I be automatically upgraded?"
681462841,negative,"@USAirways grades for this trip:

Flight timeliness: _��_����
Cancelled Flightations: _��__���
Customer Service: _��__���
Flight attendants: _��__�ԏ"
681462842,negative,"@USAirways Thanks means a lot after I was verbally cussed out, charged extra for a bag, &amp; then told "" I don't feel like dealing with it"" _���"
